1.072377997647144277e+01,1.011680913823636274e+01,9.868989211095797742e+00,9.725906313354443000e+00,9.534271424078522017e+00,9.654857670853710161e+00,9.575226184417131137e+00,9.883757504458932530e+00,9.707213736264398207e+00,9.706292287829798582e+00,9.330569288371224346e+00,9.696049605002336591e+00,9.626035683562466971e+00,1.016682489147816781e+01,9.795318920962289511e+00,9.811906521912975521e+00,9.907144927483120256e+00,1.001745858973990266e+01,9.641675151743704930e+00,9.920702628108930554e+00
2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01
9.513942330268676528e+00,9.140551412981459123e+00,8.360051600000549143e+00,7.932790253338176001e+00,5.735188343626161256e+00,6.092261581284589056e+00,7.882954087322286085e+00,7.915188166611677900e+00,6.204798658992188187e+00,6.053325271614265368e+00,5.559909924142075077e+00,6.274333255660395459e+00,7.735805397141103157e+00,8.327617253274883780e+00,6.249072556930278743e+00,7.944705634429389818e+00,6.363074080713632341e+00,6.312951806073736627e+00,5.836359199641610651e+00,6.374131073148895155e+00
1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.825588181045043967e+01,1.825588181045043967e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.825588181045043967e+01,1.825588181045043967e+01,1.825588181045043967e+01,1.825588181045043967e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.825588181045043967e+01,1.942251369150641338e+01,1.825588181045043967e+01,1.825588181045043967e+01,1.825588181045043967e+01,1.825588181045043967e+01
1.467522540615045301e+01,1.323433052954307598e+01,1.167030026539750764e+01,1.086660819244302445e+01,4.972977263379978474e+00,5.373295202318362662e+00,1.126957968454530423e+01,1.052423875599843939e+01,5.395366746927239276e+00,5.476845274709720712e+00,4.857421842641194587e+00,5.751056603695362313e+00,1.040813027476569452e+01,1.087906239959888310e+01,5.410323531569990685e+00,9.669356346545106007e+00,5.684739889851358363e+00,5.294212794610497319e+00,5.176686929860922604e+00,5.536519851607770271e+00
2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,1.682392631986094855e+01,1.682392631986094855e+01,2.080574889362252833e+01,2.080574889362252833e+01,1.682392631986094855e+01,1.682392631986094855e+01,1.682392631986094855e+01,1.682392631986094855e+01,2.080574889362252833e+01,2.080574889362252833e+01,1.682392631986094855e+01,2.080574889362252833e+01,1.682392631986094855e+01,1.682392631986094855e+01,1.682392631986094855e+01,1.682392631986094855e+01
5.758892681007068859e+00,1.012248702771017861e+01,8.907002398454126890e+00,9.111874193191917826e+00,8.493069912656137532e+00,9.128180885546081313e+00,9.697324924432722426e+00,8.284536430032026999e+00,8.591060940111642452e+00,9.169029029816980980e+00,8.250436730451419010e+00,7.858448241687613134e+00,7.935759620274194681e+00,9.751288212235683872e+00,1.004609548143420916e+01,8.530045326458351340e+00,8.555268543602261744e+00,8.122387659730438969e+00,7.694191699056002420e+00,8.857908594495144783e+00
1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01
5.054450496990208208e+00,9.399072493288658237e+00,8.101447591737557019e+00,8.278268295890923056e+00,7.409273942113821398e+00,8.106825554382250942e+00,8.773180044726441196e+00,7.309355625036714876e+00,7.716705246559989462e+00,8.195097000429687029e+00,7.300588813263668264e+00,6.936985550200438944e+00,7.023415074075101572e+00,8.921397817896599136e+00,9.225181758749851468e+00,7.695340084859074281e+00,7.750091441795891711e+00,7.335627601376229379e+00,6.652265495526969552e+00,7.916427734806179117e+00
1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01
